,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_base_estimator__max_depth,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0,1.168609380722046,0.2312030792236328,0.037754178047180176,0.005753874778747559,5,1,50,"{'base_estimator__max_depth': 5, 'learning_rate': 1, 'n_estimators': 50}",0.9480278422273782,0.9363678588016721,0.942200557103064,0.0058299910845827346,8
1,2.3281891345977783,0.4992828369140625,0.07650423049926758,0.013430595397949219,5,1,100,"{'base_estimator__max_depth': 5, 'learning_rate': 1, 'n_estimators': 100}",0.9517401392111369,0.9470506270320483,0.9493964716805943,0.0023447558368611026,6
2,1.2111588716506958,0.24221932888031006,0.03955411911010742,0.007427692413330078,5,0.5,50,"{'base_estimator__max_depth': 5, 'learning_rate': 0.5, 'n_estimators': 50}",0.9535962877030162,0.9526242452392011,0.9531104921077066,0.0004860211795313657,5
3,2.8838322162628174,0.016947031021118164,0.09687268733978271,0.0006867647171020508,5,0.5,100,"{'base_estimator__max_depth': 5, 'learning_rate': 0.5, 'n_estimators': 100}",0.9549883990719258,0.9400836042731073,0.947539461467038,0.007452396596299963,7
4,1.1394000053405762,0.019957780838012695,0.03570234775543213,0.00222170352935791,7,1,50,"{'base_estimator__max_depth': 7, 'learning_rate': 1, 'n_estimators': 50}",0.960092807424594,0.9591267998142127,0.9596100278551533,0.00048300375313966123,4
5,5.303382515907288,0.1869412660598755,0.1564183235168457,0.02233743667602539,7,1,100,"{'base_estimator__max_depth': 7, 'learning_rate': 1, 'n_estimators': 100}",0.9610208816705337,0.9619136089177891,0.9614670380687094,0.000446363575525235,3
6,3.4664433002471924,0.18422436714172363,0.08947467803955078,0.0005011558532714844,7,0.5,50,"{'base_estimator__max_depth': 7, 'learning_rate': 0.5, 'n_estimators': 50}",0.9624129930394432,0.9660938225731538,0.9642525533890436,0.001840414568522607,1
7,5.1021000146865845,0.21655309200286865,0.13448822498321533,0.0007690191268920898,7,0.5,100,"{'base_estimator__max_depth': 7, 'learning_rate': 0.5, 'n_estimators': 100}",0.9624129930394432,0.9628425452856479,0.962627669452182,0.00021477609995699257,2
