,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,939.1079874992371,106.81499253016331,1.1063544273376464,0.18258509868108827,1,5,100,"{'learning_rate': 1, 'max_depth': 5, 'n_estimators': 100}",0.01986965506278811,0.9456279809220985,0.9645440814055172,0.08569838619922092,0.1348386070917475,0.4301090654710802,0.4302302781268089,36,0.01776770808490341,0.9554235064986685,0.9786959200302072,0.08487847532741112,0.13191573926868044,0.4337362698419741,0.4370276492541713
1,1464.325832605362,196.35189273750797,1.6703647136688233,0.2472868495339608,1,5,150,"{'learning_rate': 1, 'max_depth': 5, 'n_estimators': 150}",0.30575425210618346,0.9457074721780604,0.9472931075602194,0.21249701884092534,0.03537923358244554,0.48933193424274224,0.3832470851567052,33,0.3005008347245409,0.9555228745180651,0.9600945964744927,0.21854567857071883,0.035830683624801275,0.49409893358252377,0.3881967594534893
2,1900.6825269222259,225.20948879500386,2.151376247406006,0.3260502696256435,1,5,200,"{'learning_rate': 1, 'max_depth': 5, 'n_estimators': 200}",0.9106660308377047,0.15039745627980922,0.9224898640591462,0.942920740917402,0.09174749562728574,0.6036598937963051,0.39458464922023784,32,0.919488830590667,0.145951746889781,0.9314573024106202,0.9550269281980961,0.09391891891891892,0.6091687454016167,0.3999596787824323
3,1545.6012565612793,226.38817963953585,1.5729857444763184,0.27177045213680434,1,7,100,"{'learning_rate': 1, 'max_depth': 7, 'n_estimators': 100}",0.11198537593387378,0.26319554848966614,0.835599014230066,0.12083631449240798,0.9316266497058356,0.45262170498267035,0.3572383317089374,34,0.11089911757691391,0.2683135259748003,0.8510304258828673,0.12498261094218883,0.94612480127186,0.46027009632972604,0.3633382812260522
4,2241.9849987983703,327.6014646440296,2.130200815200806,0.3719542122069096,1,7,150,"{'learning_rate': 1, 'max_depth': 7, 'n_estimators': 150}",0.9459545382292164,0.31263910969793324,0.27037125367676285,0.7237459257492647,0.9669263793925902,0.6439314445610353,0.300405232918621,30,0.9573296764448684,0.31249254739854526,0.27085196446670246,0.7298038514278901,0.9830882352941176,0.6507132550064247,0.3064082005967016
5,3042.6676683425903,257.51598703880865,3.0310182094573976,0.3908516888165089,1,7,200,"{'learning_rate': 1, 'max_depth': 7, 'n_estimators': 200}",0.9308536003814973,0.1028616852146264,0.8462516893234756,0.10382383337308213,0.18850373668309747,0.434481223568317,0.37303638181797777,35,0.9406351856268383,0.1010374021225009,0.8620004372105964,0.0967626542657843,0.18843402225755168,0.4377739402966543,0.38070674824819845
6,1418.3038131713868,863.3849509414736,1.4114201545715332,0.6573769588520308,1,9,100,"{'learning_rate': 1, 'max_depth': 9, 'n_estimators': 100}",0.21101573676680974,0.9838632750397456,0.9820335479767867,0.9830670164559981,0.09588169820321196,0.6511653788673726,0.40801539020690947,29,0.2157762938230384,0.9990261934099129,0.9974363560484112,0.9994236769411157,0.09467408585055644,0.6612673212146069,0.41495314108768167
7,1929.0354879856109,1233.5307199073152,1.8109453201293946,0.7569267345297814,1,9,150,"{'learning_rate': 1, 'max_depth': 9, 'n_estimators': 150}",0.9864886345573041,0.7058028616852147,0.9837824946339137,0.9843389776611813,0.07926538400381619,0.7479570097618367,0.35135782723987447,28,0.9996621353048732,0.710521085893716,0.9974363560484112,0.9992249448518452,0.07726550079491255,0.7568220045787516,0.3576497162261642
8,2945.8543736457823,1954.9207552471848,2.662146711349487,1.2444546402705965,1,9,200,"{'learning_rate': 1, 'max_depth': 9, 'n_estimators': 200}",0.05627086313781593,0.9825914149443561,0.9829080213053502,0.9844979728118293,0.0720305294959453,0.6156475563610926,0.450336296565327,31,0.05787423483583751,0.9989864462021543,0.9974363560484112,0.9990262127625748,0.07148251192368839,0.6249611523545332,0.45748957248372324
9,482.14266777038574,121.8591149848325,0.6506322860717774,0.11970523447591802,1,11,100,"{'learning_rate': 1, 'max_depth': 11, 'n_estimators': 100}",0.9845811476712765,0.9841017488076311,0.9822720407027585,0.9823515382780825,0.982827158530768,0.9832268116633279,0.0009420646146665859,21,0.9995031401542253,0.999940379188362,0.9975158488841194,0.9999602535821459,0.9999801271860096,0.9993799497989724,0.000948798667953437
10,545.8307993888855,187.74082182080448,0.7927926540374756,0.17623142254586197,1,11,150,"{'learning_rate': 1, 'max_depth': 11, 'n_estimators': 150}",0.9856143697345414,0.9844992050874404,0.9821130455521107,0.983146514031322,0.9832246780092224,0.9837196731215619,0.001212671700007262,20,0.9998012560616901,0.999940379188362,0.9975158488841194,0.9999602535821459,1.0,0.9994435475432635,0.0009661722057084793
11,801.0203319549561,302.90663110343456,1.0803707122802735,0.28723307408496623,1,11,200,"{'learning_rate': 1, 'max_depth': 11, 'n_estimators': 200}",0.9848195835320299,0.9839427662957074,0.9816360601001669,0.9805230940456316,0.9829861663221497,0.9827816464752457,0.0015464259627682416,22,0.9996025121233802,0.999940379188362,0.9975158488841194,0.9997813947018025,1.0,0.9993680269795326,0.0009363115724136908
12,843.7586125850678,29.716063754641397,1.0288343906402588,0.03958602067431206,0.5,5,100,"{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 100}",0.973931012557622,0.9900635930047694,0.989903807933858,0.9873598855234915,0.9588169820321196,0.9800152628064486,0.012157523082255373,24,0.9868431512838859,0.9998807583767241,0.9998211411196566,0.9985095093304716,0.9724761526232114,0.9915061425467899,0.010697705752935558
