,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_base_estimator__max_depth,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,294.5850060462952,0.9696898195182793,1.9803219795227052,0.15627028535737383,5,1,100,"{'base_estimator__max_depth': 5, 'learning_rate': 1, 'n_estimators': 100}",0.6971864568431092,0.7118441971383148,0.7754193497098338,0.7372605135543366,0.7350135156622675,0.7313428089923368,0.026601600091260155,36,0.7073694252325304,0.7243928614014865,0.780102943222242,0.7502335102048928,0.7454888712241653,0.7415175222570634,0.024657336877289493
1,442.57005739212036,1.473316755893779,2.6780486583709715,0.07994900456073493,5,1,150,"{'base_estimator__max_depth': 5, 'learning_rate': 1, 'n_estimators': 150}",0.735654109044667,0.7875993640699523,0.7862310199538914,0.8487956117338421,0.7928923517252345,0.7902318038729371,0.0358855462772978,29,0.7384132283965339,0.796454549067928,0.7962996084977841,0.8574295991573759,0.8038155802861685,0.7984825130811581,0.03773697718596891
2,587.1708718299866,2.611162597249759,3.453245162963867,0.03427853891903839,5,1,200,"{'base_estimator__max_depth': 5, 'learning_rate': 1, 'n_estimators': 200}",0.8404069305356859,0.8507154213036566,0.7959297241434137,0.7741473885046506,0.7246780092224518,0.7971795605583644,0.04587584457276804,28,0.850723427935448,0.8547835764537541,0.7984856614797592,0.7859456666467934,0.741077106518283,0.8062030878068075,0.042552179221061755
3,298.2933807849884,0.8413175553313593,1.7682529449462892,0.014448988468215442,5,0.5,100,"{'base_estimator__max_depth': 5, 'learning_rate': 0.5, 'n_estimators': 100}",0.76275631855031,0.8022257551669316,0.7052229906987837,0.7202480324350108,0.7685641596438225,0.751804508887405,0.034953386542960596,35,0.7741473885046506,0.8076632616558687,0.7125936524970687,0.7444504064071226,0.7739467408585056,0.7625602899846433,0.0320088203912504
4,449.03660173416137,1.5384716875957165,2.6073071002960204,0.02860728516631561,5,0.5,150,"{'base_estimator__max_depth': 5, 'learning_rate': 0.5, 'n_estimators': 150}",0.8023366714353839,0.8039745627980922,0.8026870180459496,0.7621432546307337,0.7591826999522977,0.7860663296130243,0.020768473651041525,30,0.8097623022497814,0.8039468977304345,0.8090582086289473,0.7784335936723703,0.7676868044515104,0.7937775613466087,0.017370034340457707
5,597.5453313350678,1.6537251439115677,3.5572088241577147,0.11660089716016243,5,0.5,200,"{'base_estimator__max_depth': 5, 'learning_rate': 0.5, 'n_estimators': 200}",0.7168176760451439,0.7600158982511924,0.7826536290643136,0.7770887987916368,0.809031642550485,0.7691182549524627,0.030523197699505265,32,0.7218181095476588,0.7664056600023849,0.7881515928376955,0.7890260140304856,0.8194753577106518,0.7769753468257753,0.032343212839516314
6,300.65460443496704,0.5525503773765043,1.765761423110962,0.03794390246895774,5,0.1,100,"{'base_estimator__max_depth': 5, 'learning_rate': 0.1, 'n_estimators': 100}",0.7463837227785726,0.804610492845787,0.8113522537562604,0.7585658637411559,0.7769120686913659,0.7795637381156794,0.02524624728525471,31,0.7486485412194928,0.810226956556302,0.8155368747391641,0.7711202527872175,0.7810413354531002,0.7853147921510553,0.024892374529536784
7,449.72806706428526,0.9853428342719194,2.62448935508728,0.05100435411243646,5,0.1,150,"{'base_estimator__max_depth': 5, 'learning_rate': 0.1, 'n_estimators': 150}",0.7519472261961533,0.7639109697933227,0.7918753478018921,0.7649256697670721,0.7115598664334553,0.7568444147667652,0.026141023756057823,34,0.7565784243580571,0.77127469295282,0.8025199228919494,0.7778970170313401,0.7175079491255962,0.7651556012719526,0.028070433582498968
8,596.8150042533874,0.5705823229685169,3.483143997192383,0.050592007675861306,5,0.1,200,"{'base_estimator__max_depth': 5, 'learning_rate': 0.1, 'n_estimators': 200}",0.7555237641074551,0.7654213036565978,0.7867875029811591,0.7908418793226807,0.6906503418667514,0.7578460364399504,0.03606580042854155,33,0.7625804912950155,0.7699630350967844,0.796220115662076,0.8002146306564121,0.6936406995230525,0.7645237944466681,0.038304745084337746
9,394.09117403030393,1.6606477547908816,1.796189785003662,0.017407471355847928,7,1,100,"{'base_estimator__max_depth': 7, 'learning_rate': 1, 'n_estimators': 100}",0.9386425051661104,0.9276629570747218,0.9249542888941887,0.9588997535575164,0.9704245508029894,0.9441158701389551,0.01776755755404079,27,0.9490818030050083,0.938769426447792,0.9384924183707943,0.9693555118344959,0.9811804451510334,0.9553759209618248,0.017098226049733774
10,587.8107779026031,1.677075459883013,2.6881598472595214,0.007314024755823204,7,1,150,"{'base_estimator__max_depth': 7, 'learning_rate': 1, 'n_estimators': 150}",0.9767922428866634,0.967329093799682,0.9716988631846729,0.9603307099133477,0.9653363014787725,0.968297879105854,0.0056020582229437225,25,0.9868431512838859,0.9768671250844628,0.9837635883066038,0.9749796299608497,0.9772456279809221,0.9799398245233449,0.004551500780658611
11,782.8144061565399,3.7241792635567452,3.574156093597412,0.03342083975199043,7,1,200,"{'base_estimator__max_depth': 7, 'learning_rate': 1, 'n_estimators': 200}",0.9746463201398824,0.9789348171701113,0.9585817632562207,0.9674059941171794,0.9650977897916998,0.9689338293745429,0.0071675570823001985,24,0.9824707846410684,0.9882547001073174,0.9735885053359566,0.9783382022695205,0.978318759936407,0.980194190458054,0.0049142996369737745
