,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.06861810684204102,0.008404369370242502,0.0014513015747070312,0.0002138993592218037,1,50,"{'learning_rate': 1, 'n_estimators': 50}",0.945664739884393,0.9479166666666666,0.9361207897793263,0.9383720930232559,0.9557109557109557,0.9447539461467038,0.007007850141893461,12
1,0.05269536972045898,0.008590841757433548,0.0012407302856445312,0.00021500724412182028,1,100,"{'learning_rate': 1, 'n_estimators': 100}",0.9502890173410404,0.9467592592592593,0.9349593495934959,0.9372093023255814,0.9568764568764568,0.9452181987000928,0.008157662039465306,7
2,0.05583920478820801,0.004938667120974611,0.0011772632598876954,0.0001814904114173566,1,150,"{'learning_rate': 1, 'n_estimators': 150}",0.9514450867052023,0.9456018518518519,0.9337979094076655,0.9372093023255814,0.9522144522144522,0.9440575673166203,0.007422101521979518,16
3,0.055666637420654294,0.0074378708494532274,0.0011744022369384766,0.00018863351325359084,1,200,"{'learning_rate': 1, 'n_estimators': 200}",0.9468208092485549,0.9490740740740741,0.9291521486643438,0.936046511627907,0.9568764568764568,0.9435933147632312,0.009813616947691386,19
4,0.05771031379699707,0.009760048290273535,0.001181793212890625,0.0001930498305238599,0.5,50,"{'learning_rate': 0.5, 'n_estimators': 50}",0.9468208092485549,0.9490740740740741,0.9384436701509872,0.9406976744186046,0.9545454545454546,0.9459145775301764,0.005795802582900155,2
5,0.06011981964111328,0.007764174315763994,0.0012748241424560547,0.00017345268698871596,0.5,100,"{'learning_rate': 0.5, 'n_estimators': 100}",0.9491329479768786,0.9467592592592593,0.9372822299651568,0.9406976744186046,0.9487179487179487,0.9445218198700093,0.004708981002444213,14
6,0.054769468307495114,0.009452169238540548,0.001098775863647461,0.0001922612270659433,0.5,150,"{'learning_rate': 0.5, 'n_estimators': 150}",0.9526011560693641,0.9502314814814815,0.9361207897793263,0.9395348837209302,0.951048951048951,0.9459145775301764,0.006727590583865406,2
7,0.05887527465820312,0.0099277440448071,0.0012581825256347656,0.0001624532062778926,0.5,200,"{'learning_rate': 0.5, 'n_estimators': 200}",0.9479768786127167,0.9490740740740741,0.9326364692218351,0.9383720930232559,0.9557109557109557,0.9447539461467038,0.008198556216859915,12
8,0.04804606437683105,0.006571555432380256,0.0011542797088623046,0.0002626250333636366,0.1,50,"{'learning_rate': 0.1, 'n_estimators': 50}",0.9491329479768786,0.9467592592592593,0.9314750290360047,0.9395348837209302,0.9557109557109557,0.9445218198700093,0.00831821741953699,14
9,0.06325392723083496,0.0033964811554307935,0.0013924121856689453,0.00011359482162271332,0.1,100,"{'learning_rate': 0.1, 'n_estimators': 100}",0.9479768786127167,0.9513888888888888,0.943089430894309,0.9406976744186046,0.9522144522144522,0.947075208913649,0.004522170482086165,1
10,0.052034950256347655,0.008642865824170735,0.001256418228149414,0.000273903183171743,0.1,150,"{'learning_rate': 0.1, 'n_estimators': 150}",0.945664739884393,0.9467592592592593,0.9384436701509872,0.9418604651162791,0.9522144522144522,0.9449860724233984,0.004651258284746935,8
11,0.058963346481323245,0.009939639966198885,0.0012525081634521484,0.0001609112124968115,0.1,200,"{'learning_rate': 0.1, 'n_estimators': 200}",0.9479768786127167,0.9467592592592593,0.9384436701509872,0.9395348837209302,0.9545454545454546,0.9454503249767874,0.00590743569504123,6
12,0.04763727188110352,0.006913289885201374,0.0011011123657226562,0.00019300590544482434,0.05,50,"{'learning_rate': 0.05, 'n_estimators': 50}",0.9375722543352601,0.9502314814814815,0.9303135888501742,0.9372093023255814,0.9533799533799534,0.941736304549675,0.008667504232044598,20
13,0.05495972633361816,0.008428535783710452,0.0012059211730957031,0.00021811841992911633,0.05,100,"{'learning_rate': 0.05, 'n_estimators': 100}",0.9468208092485549,0.9525462962962963,0.9337979094076655,0.9406976744186046,0.9557109557109557,0.9459145775301764,0.007929333935692735,2
14,0.054757213592529295,0.01143734204956898,0.00120849609375,0.00020924733757051353,0.05,150,"{'learning_rate': 0.05, 'n_estimators': 150}",0.9549132947976878,0.9421296296296297,0.9361207897793263,0.9395348837209302,0.9522144522144522,0.9449860724233984,0.007312326208526639,8
15,0.05248713493347168,0.009532096695275516,0.0011569499969482423,0.00023044596127257073,0.05,200,"{'learning_rate': 0.05, 'n_estimators': 200}",0.9479768786127167,0.9467592592592593,0.9384436701509872,0.9430232558139535,0.9487179487179487,0.9449860724233984,0.003811052208363698,8
16,0.06423897743225097,0.0031611437811499992,0.00136871337890625,5.689616495834672e-05,0.01,50,"{'learning_rate': 0.01, 'n_estimators': 50}",0.9491329479768786,0.9467592592592593,0.9361207897793263,0.9406976744186046,0.9522144522144522,0.9449860724233984,0.005819678010260016,8
17,0.052788066864013675,0.009045937922738945,0.0010915756225585937,0.0001853072021761538,0.01,100,"{'learning_rate': 0.01, 'n_estimators': 100}",0.9479768786127167,0.9444444444444444,0.9384436701509872,0.9372093023255814,0.9522144522144522,0.9440575673166203,0.005659222840850401,16
18,0.05874667167663574,0.009778272152068763,0.0012026309967041015,0.00021154430041315242,0.01,150,"{'learning_rate': 0.01, 'n_estimators': 150}",0.9479768786127167,0.9479166666666666,0.9349593495934959,0.9441860465116279,0.9533799533799534,0.9456824512534819,0.006106302791877169,5
19,0.041184616088867185,0.0023452738468407075,0.0009537696838378906,3.197640260443937e-05,0.01,200,"{'learning_rate': 0.01, 'n_estimators': 200}",0.9479768786127167,0.9432870370370371,0.9372822299651568,0.936046511627907,0.9545454545454546,0.9438254410399257,0.00685878744837907,18
