,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_base_estimator__max_depth,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
37,5.483806610107422,0.9134111404418945,0.23865056037902832,0.044150590896606445,5,0.01,100,"{'base_estimator__max_depth': 5, 'learning_rate': 0.01, 'n_estimators': 100}",0.9368909512761021,0.9391546679052485,0.9380222841225627,0.0011318581925982233,56
38,12.420786261558533,0.14429032802581787,0.3694955110549927,0.0028597116470336914,5,0.01,150,"{'base_estimator__max_depth': 5, 'learning_rate': 0.01, 'n_estimators': 150}",0.931322505800464,0.9386901997213191,0.9350046425255338,0.003683846563436919,57
39,13.486527800559998,1.0738345384597778,0.36834466457366943,0.001773238182067871,5,0.01,200,"{'base_estimator__max_depth': 5, 'learning_rate': 0.01, 'n_estimators': 200}",0.9243619489559165,0.9405480724570366,0.9324512534818942,0.008093060878409471,60
40,4.216655492782593,0.8668246269226074,0.11211276054382324,0.016709566116333008,7,1,50,"{'base_estimator__max_depth': 7, 'learning_rate': 1, 'n_estimators': 50}",0.9610208816705337,0.9637714816535068,0.9623955431754875,0.0013752998432770465,11
41,6.524341344833374,1.140662670135498,0.16620516777038574,0.025301694869995117,7,1,100,"{'base_estimator__max_depth': 7, 'learning_rate': 1, 'n_estimators': 100}",0.9619489559164733,0.9637714816535068,0.9628597957288765,0.000911262770314281,9
42,9.544444799423218,1.7920565605163574,0.31412768363952637,0.005128622055053711,7,1,150,"{'base_estimator__max_depth': 7, 'learning_rate': 1, 'n_estimators': 150}",0.9614849187935035,0.9614491407338597,0.9614670380687094,1.788902789410059e-05,13
43,13.869596004486084,0.9589910507202148,0.560701847076416,0.03812861442565918,7,1,200,"{'base_estimator__max_depth': 7, 'learning_rate': 1, 'n_estimators': 200}",0.9610208816705337,0.9647004180213655,0.9628597957288765,0.0018397679771528965,9
44,4.562256336212158,0.24591875076293945,0.1292428970336914,0.05563950538635254,7,0.5,50,"{'base_estimator__max_depth': 7, 'learning_rate': 0.5, 'n_estimators': 50}",0.9619489559164733,0.965164886205295,0.96355617455896,0.0016079649711280841,7
45,8.888344407081604,1.0776623487472534,0.1681523323059082,0.008426189422607422,7,0.5,100,"{'base_estimator__max_depth': 7, 'learning_rate': 0.5, 'n_estimators': 100}",0.9647331786542923,0.9642359498374361,0.9644846796657381,0.000248614381636118,3
46,11.513159155845642,1.018966555595398,0.386033296585083,0.036873579025268555,7,0.5,150,"{'base_estimator__max_depth': 7, 'learning_rate': 0.5, 'n_estimators': 150}",0.9633410672853828,0.9647004180213655,0.9640204271123491,0.000679675294745983,5
47,17.074549913406372,2.5080959796905518,0.5381115674972534,0.026164889335632324,7,0.5,200,"{'base_estimator__max_depth': 7, 'learning_rate': 0.5, 'n_estimators': 200}",0.9624129930394432,0.9688806316767301,0.9656453110492108,0.0032338189701502135,2
48,5.324182033538818,0.1843242645263672,0.11688852310180664,0.01869964599609375,7,0.1,50,"{'base_estimator__max_depth': 7, 'learning_rate': 0.1, 'n_estimators': 50}",0.9582366589327146,0.9479795633999071,0.9531104921077066,0.005128547213724666,30
